stage,pulse_label,timestamp_ms,Id_ref,Iq_ref,Id,Iq,Vd,Vq,vbus,speed,foc_state,fault_flags,app_fault_code
S1_Kp0.30_Ki300,+0.05A,12098438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098450,0.0,0.05,-0.05,0.032,0.011,6.87,11.9,11.67,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098470,0.0,0.05,0.049,-0.116,-0.009,6.898,11.95,12.9,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098490,0.0,0.05,-0.074,0.018,0.011,6.88,11.92,14.1,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098510,0.0,0.05,-0.074,-0.057,0.01,6.88,11.92,15.33,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098530,0.0,0.05,-0.034,0.063,0.005,6.861,11.92,16.56,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098550,0.0,0.05,-0.088,0.094,0.009,6.889,11.95,17.79,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098570,0.0,0.05,0.014,0.064,-0.002,6.88,11.88,19.02,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098590,0.0,0.05,-0.028,0.04,0.001,6.88,11.92,20.22,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098610,0.0,0.05,-0.01,-0.008,0.001,6.861,11.88,21.45,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098630,0.0,0.05,-0.02,0.065,0.002,6.87,11.9,22.68,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098650,0.0,0.05,0.01,-0.003,0.0,6.88,11.92,23.91,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098670,0.0,0.05,0.053,-0.008,-0.003,6.87,11.9,25.14,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098690,0.0,0.05,-0.082,0.008,0.005,6.861,11.88,26.34,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098710,0.0,0.05,-0.054,-0.051,0.003,6.861,11.88,27.57,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098730,0.0,0.05,0.026,0.056,-0.002,6.861,11.95,28.8,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098750,0.0,0.05,-0.036,0.034,0.002,6.861,11.9,30.03,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098770,0.0,0.05,0.086,-0.01,-0.004,6.898,11.95,31.26,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098790,0.0,0.05,-0.049,0.029,0.001,6.87,11.9,32.49,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098810,0.0,0.05,-0.014,-0.028,0.001,6.88,11.92,33.69,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098830,0.0,0.05,0.031,0.091,-0.002,6.861,11.88,34.92,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098850,0.0,0.05,-0.053,0.032,0.003,6.87,11.9,36.15,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098870,0.0,0.05,0.05,0.051,-0.002,6.889,11.93,37.38,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098890,0.0,0.05,-0.062,-0.001,0.001,6.889,11.93,38.61,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098910,0.0,0.05,-0.004,0.004,0.0,6.87,11.9,39.81,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098930,0.0,0.05,0.011,0.139,-0.001,6.898,11.95,41.04,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098950,0.0,0.05,0.016,0.0,-0.0,6.889,11.93,42.27,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098970,0.0,0.05,0.075,0.072,-0.003,6.88,11.92,43.5,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12098990,0.0,0.05,-0.054,-0.016,0.001,6.861,11.88,44.73,4,0,0
S1_Kp0.30_Ki300,+0.05A,12098998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099010,0.0,0.05,0.001,0.025,-0.0,6.889,11.93,45.96,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099030,0.0,0.05,0.007,-0.03,-0.0,6.87,11.92,47.16,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099050,0.0,0.05,0.057,-0.078,-0.001,6.889,11.93,48.39,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099070,0.0,0.05,-0.013,0.036,-0.0,6.889,11.92,49.62,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099090,0.0,0.05,-0.119,-0.034,0.003,6.88,11.92,50.85,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099110,0.0,0.05,-0.006,0.105,-0.0,6.861,11.88,52.08,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099130,0.0,0.05,-0.084,0.053,0.002,6.88,11.92,53.28,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099150,0.0,0.05,0.035,-0.026,-0.001,6.889,11.93,54.51,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099170,0.0,0.05,0.079,0.121,-0.003,6.889,11.9,55.74,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099190,0.0,0.05,0.048,0.035,-0.001,6.87,11.92,56.97,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099210,0.0,0.0,0.119,0.099,-0.003,6.889,11.92,58.11,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099230,0.0,0.0,-0.071,0.056,0.002,6.87,11.9,59.11,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099250,0.0,0.0,0.078,0.163,-0.003,6.88,11.88,59.67,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099270,0.0,0.0,-0.078,0.124,0.002,6.898,11.95,60.25,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099290,0.0,0.0,-0.118,0.064,0.002,6.87,11.9,60.58,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099310,0.0,0.0,0.022,0.1,-0.001,6.87,11.9,61.18,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1_Kp0.30_Ki300,+0.05A,12099330,0.0,0.0,-0.106,-0.059,0.002,6.88,11.92,61.63,4,0,0
S1_Kp0.30_Ki300,+0.05A,12099338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
