stage,pulse_label,timestamp_ms,Id_ref,Iq_ref,Id,Iq,Vd,Vq,vbus,speed,foc_state,fault_flags,app_fault_code
S1_Kp0.30_Ki300,-0.10A,12287258,0.0,-0.1,-0.042,0.097,0.001,6.889,11.93,69.04,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287278,0.0,-0.1,-0.08,0.034,0.002,6.88,11.92,69.07,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287298,0.0,-0.1,0.065,-0.067,-0.001,6.88,11.92,69.04,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287318,0.0,-0.1,0.023,0.063,-0.001,6.87,11.95,69.07,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287338,0.0,-0.1,-0.075,-0.05,0.002,6.87,11.9,69.07,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287358,0.0,-0.1,0.041,0.034,-0.001,6.88,11.92,69.04,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287378,0.0,-0.1,-0.059,0.106,0.001,6.88,11.92,69.07,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287398,0.0,-0.1,0.03,0.008,-0.0,6.88,11.92,69.04,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287418,0.0,-0.1,-0.067,0.057,0.001,6.87,11.9,69.07,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287438,0.0,-0.1,-0.014,-0.076,0.0,6.88,11.93,69.07,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287458,0.0,-0.1,0.034,0.066,-0.001,6.88,11.95,69.04,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287478,0.0,-0.1,0.049,-0.028,-0.001,6.884,11.9,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287498,0.0,-0.1,0.081,0.037,-0.001,6.87,11.9,69.05,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287518,0.0,-0.1,-0.03,0.007,0.0,6.88,11.92,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287538,0.0,-0.1,-0.031,-0.061,0.001,6.87,11.9,69.05,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287558,0.0,-0.1,0.003,-0.01,0.0,6.87,11.9,69.05,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287578,0.0,-0.1,-0.035,0.021,0.001,6.88,11.92,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287598,0.0,-0.1,0.017,0.046,-0.001,6.88,11.92,69.05,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287618,0.0,-0.1,-0.047,0.003,0.0,6.861,11.88,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287638,0.0,-0.1,0.014,0.073,-0.0,6.87,11.9,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287658,0.0,-0.1,-0.017,0.132,-0.0,6.889,11.93,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287678,0.0,0.0,0.085,-0.046,-0.001,6.87,11.9,69.11,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287698,0.0,0.0,-0.165,0.075,0.003,6.884,11.92,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287718,0.0,0.0,-0.021,0.222,0.0,6.87,11.9,69.11,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287738,0.0,0.0,-0.017,0.006,0.0,0.0,11.9,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287758,0.0,0.0,-0.039,0.055,-0.0,6.88,11.92,69.11,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287778,0.0,0.0,0.007,0.017,0.0,0.0,11.99,69.11,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287798,0.0,0.0,0.045,-0.152,-0.001,6.88,11.9,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287818,0.0,0.0,-0.08,0.116,0.0,6.889,11.92,69.11,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287838,0.0,0.0,0.011,0.029,-0.0,6.88,11.92,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287858,0.0,0.0,-0.063,0.103,0.001,6.88,11.92,69.11,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287878,0.0,0.0,0.075,0.066,-0.002,6.87,11.9,69.11,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287898,0.0,0.0,-0.073,0.045,0.002,6.87,11.9,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287918,0.0,0.0,0.022,0.157,-0.001,6.87,11.92,69.11,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287938,0.0,0.0,0.106,-0.058,-0.002,6.889,11.93,69.08,4,0,0
S1_Kp0.30_Ki300,-0.10A,12287958,0.0,0.0,-0.059,0.062,0.001,6.889,11.93,69.11,4,0,0
S2_Kp0.60_Ki800,+0.05A,12288918,0.0,0.0,-0.043,0.2,0.001,6.889,11.92,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12288938,0.0,0.05,0.042,-0.012,-0.001,6.898,11.92,69.11,4,0,0
S2_Kp0.60_Ki800,+0.05A,12288958,0.0,0.05,-0.012,0.066,-0.001,6.88,11.92,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12288978,0.0,0.05,-0.019,-0.016,0.001,6.87,11.9,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12288998,0.0,0.05,-0.027,0.063,0.002,6.88,11.92,69.11,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289018,0.0,0.05,0.006,-0.064,0.0,6.88,11.92,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289038,0.0,0.05,0.078,-0.035,-0.003,6.87,11.9,69.11,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289058,0.0,0.05,-0.042,-0.007,0.001,6.861,11.88,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289078,0.0,0.05,-0.05,-0.051,0.002,6.87,11.9,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289098,0.0,0.05,0.03,0.058,-0.001,6.889,11.93,69.11,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289118,0.0,0.05,-0.054,0.042,0.003,6.88,11.92,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289138,0.0,0.05,0.022,0.043,-0.001,6.889,11.93,69.11,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289158,0.0,0.05,-0.081,0.118,0.002,6.861,11.88,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289178,0.0,0.05,0.031,0.071,-0.001,6.88,11.92,69.11,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289198,0.0,0.05,0.02,0.11,-0.001,6.88,11.92,69.11,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289218,0.0,0.05,-0.007,0.021,0.001,6.898,11.95,69.08,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289238,0.0,0.05,0.163,0.036,-0.006,6.88,11.92,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289258,0.0,0.05,-0.025,-0.036,0.002,6.87,11.92,69.09,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289278,0.0,0.05,-0.012,-0.048,0.001,6.87,11.92,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289298,0.0,0.05,0.01,0.061,-0.001,6.861,11.88,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289318,0.0,0.05,-0.089,0.057,0.004,6.88,11.92,69.09,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289338,0.0,0.05,-0.085,0.058,0.003,6.889,11.93,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289358,0.0,0.05,-0.1,0.002,0.003,6.889,11.93,69.09,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289378,0.0,0.05,0.01,0.049,-0.001,6.898,11.95,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289398,0.0,0.05,0.007,0.142,-0.001,6.88,11.93,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289418,0.0,0.05,0.065,0.025,-0.003,6.88,11.92,69.09,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289438,0.0,0.05,0.086,0.075,-0.004,6.889,11.93,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289458,0.0,0.05,-0.005,0.004,0.0,6.88,11.92,69.09,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289478,0.0,0.05,-0.007,0.044,0.0,6.889,11.88,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289498,0.0,0.05,0.02,-0.065,-0.0,6.889,11.93,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289518,0.0,0.05,0.023,-0.083,-0.0,6.88,11.92,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289538,0.0,0.05,-0.026,0.027,0.001,6.898,11.95,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289558,0.0,0.05,-0.116,-0.052,0.004,6.88,11.92,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289578,0.0,0.05,-0.037,0.109,0.002,6.88,11.92,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289598,0.0,0.05,-0.083,0.09,0.003,6.898,11.95,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289618,0.0,0.05,0.047,-0.012,-0.002,6.87,11.9,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289638,0.0,0.05,0.093,0.148,-0.005,6.861,11.88,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289658,0.0,0.05,0.031,0.035,-0.001,6.889,11.93,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289678,0.0,0.05,-0.044,0.078,0.003,6.88,11.92,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289698,0.0,0.05,-0.038,0.053,0.002,6.889,11.93,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289718,0.0,0.05,0.105,-0.097,-0.003,6.88,11.92,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289738,0.0,0.05,-0.082,-0.002,0.004,6.898,11.93,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289758,0.0,0.05,-0.041,-0.055,0.002,6.88,11.99,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289778,0.0,0.05,0.017,0.047,-0.001,6.861,11.9,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289798,0.0,0.05,-0.094,0.128,0.004,6.889,11.93,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289818,0.0,0.05,0.012,0.103,-0.001,6.898,11.95,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289838,0.0,0.05,-0.057,0.026,0.002,6.898,11.95,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289858,0.0,0.05,0.003,0.005,-0.0,6.861,11.88,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289878,0.0,0.05,0.033,0.07,-0.002,6.88,11.93,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289898,0.0,0.05,0.044,-0.016,-0.001,6.889,11.92,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289918,0.0,0.05,0.043,0.049,-0.002,6.88,11.88,69.15,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289938,0.0,0.05,-0.056,-0.035,0.003,6.87,11.9,69.12,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289958,0.0,0.05,-0.011,-0.012,0.001,6.861,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289978,0.0,0.05,0.005,0.059,-0.0,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12289998,0.0,0.05,-0.031,0.016,0.002,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290018,0.0,0.05,0.059,0.039,-0.003,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290038,0.0,0.05,-0.056,-0.006,0.002,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290058,0.0,0.05,0.001,0.037,-0.0,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290078,0.0,0.05,-0.019,0.104,0.0,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290098,0.0,0.05,0.003,-0.06,0.001,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290118,0.0,0.05,0.022,0.062,-0.001,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290138,0.0,0.05,-0.055,-0.029,0.003,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290158,0.0,0.05,-0.018,0.069,0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290178,0.0,0.05,-0.054,0.129,0.002,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290198,0.0,0.0,0.058,-0.014,-0.002,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290218,0.0,0.0,-0.098,-0.085,0.005,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290238,0.0,0.0,0.003,0.14,-0.001,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290258,0.0,0.0,0.108,-0.054,-0.004,6.898,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290278,0.0,0.0,-0.063,0.057,0.002,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290298,0.0,0.0,-0.012,0.176,0.0,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290318,0.0,0.0,-0.079,0.07,0.003,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290338,0.0,0.0,-0.012,0.107,-0.001,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290358,0.0,0.0,-0.103,-0.069,0.004,6.898,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290378,0.0,0.0,0.063,-0.007,-0.002,6.87,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290398,0.0,0.0,0.103,0.053,-0.005,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290418,0.0,0.0,-0.091,-0.047,0.004,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290438,0.0,0.0,0.054,0.08,-0.003,6.898,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290458,0.0,0.0,0.178,-0.012,-0.007,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,+0.05A,12290478,0.0,0.0,-0.074,-0.008,0.002,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291138,0.0,0.0,-0.109,-0.127,0.005,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291158,0.0,-0.05,0.01,0.117,-0.001,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291178,0.0,-0.05,0.04,-0.009,-0.001,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291198,0.0,-0.05,0.066,0.029,-0.003,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291218,0.0,-0.05,-0.034,-0.003,0.001,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291238,0.0,-0.05,0.001,0.019,-0.0,6.87,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291258,0.0,-0.05,0.006,-0.003,-0.0,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291278,0.0,-0.05,0.046,-0.089,-0.001,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291298,0.0,-0.05,-0.022,0.041,0.0,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291318,0.0,-0.05,-0.113,-0.034,0.005,6.898,11.95,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291338,0.0,-0.05,-0.008,0.118,0.0,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291358,0.0,-0.05,-0.084,0.059,0.003,6.87,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291378,0.0,-0.05,0.039,-0.018,-0.001,6.889,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291398,0.0,-0.05,0.081,0.103,-0.005,6.852,11.87,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291418,0.0,-0.05,0.057,0.044,-0.002,6.898,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291438,0.0,-0.05,0.068,0.028,-0.003,6.88,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291458,0.0,-0.05,-0.041,0.001,0.002,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291478,0.0,-0.05,0.119,-0.105,-0.004,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291498,0.0,-0.05,-0.089,-0.025,0.004,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291518,0.0,-0.05,-0.071,-0.098,0.003,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291538,0.0,-0.05,-0.012,0.053,0.001,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291558,0.0,-0.05,-0.107,0.104,0.004,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291578,0.0,-0.05,-0.042,0.155,0.001,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291598,0.0,-0.05,-0.092,0.083,0.003,6.921,11.99,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291618,0.0,-0.05,0.023,0.061,-0.001,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291638,0.0,-0.05,0.051,0.12,-0.003,6.884,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291658,0.0,-0.05,0.112,-0.038,-0.005,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291678,0.0,-0.05,0.081,0.058,-0.003,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291698,0.0,-0.05,-0.006,-0.001,0.0,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291718,0.0,-0.05,-0.014,-0.048,0.001,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291738,0.0,-0.05,0.006,-0.043,0.0,6.87,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291758,0.0,-0.05,-0.024,0.008,0.002,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291778,0.0,-0.05,0.006,0.048,-0.001,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291798,0.0,-0.05,-0.118,-0.006,0.004,6.921,11.99,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291818,0.0,-0.05,0.005,0.13,-0.0,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291838,0.0,-0.05,-0.032,0.127,0.001,6.88,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291858,0.0,-0.05,0.051,-0.049,-0.002,6.889,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291878,0.0,-0.05,0.16,0.13,-0.008,6.898,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291898,0.0,-0.05,0.043,0.018,-0.002,6.87,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291918,0.0,-0.05,-0.017,0.057,0.001,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291938,0.0,-0.05,-0.042,0.025,0.002,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291958,0.0,-0.05,0.058,-0.114,-0.001,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291978,0.0,-0.05,-0.07,0.002,0.003,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12291998,0.0,-0.05,-0.066,-0.051,0.003,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292018,0.0,-0.05,-0.034,0.066,0.002,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292038,0.0,-0.05,-0.095,0.065,0.004,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292058,0.0,-0.05,0.017,0.084,-0.001,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292078,0.0,-0.05,-0.047,0.044,0.001,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292098,0.0,-0.05,0.005,0.027,-0.0,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292118,0.0,-0.05,0.058,0.068,-0.003,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292138,0.0,-0.05,0.057,-0.037,-0.002,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292158,0.0,-0.05,0.063,0.011,-0.003,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292178,0.0,-0.05,-0.087,-0.001,0.004,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292198,0.0,-0.05,-0.021,-0.028,0.001,6.898,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292218,0.0,-0.05,0.004,0.056,-0.0,6.88,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292238,0.0,-0.05,-0.016,0.01,0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292258,0.0,-0.05,0.072,0.049,-0.003,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292278,0.0,-0.05,-0.038,0.018,0.001,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292298,0.0,-0.05,0.008,0.03,-0.001,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292318,0.0,-0.05,0.013,0.127,-0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292338,0.0,-0.05,-0.029,0.011,0.002,6.88,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292358,0.0,-0.05,0.048,0.069,-0.002,6.889,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292378,0.0,-0.05,-0.094,-0.019,0.004,6.88,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292398,0.0,-0.05,-0.005,0.034,0.0,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292418,0.0,0.0,-0.062,0.114,0.002,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292438,0.0,0.0,0.055,0.042,-0.002,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292458,0.0,0.0,0.005,0.016,0.0,0.0,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292478,0.0,0.0,-0.005,0.136,-0.001,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292498,0.0,0.0,0.105,-0.05,-0.004,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292518,0.0,0.0,-0.088,0.033,0.003,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292538,0.0,0.0,-0.065,0.158,0.004,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292558,0.0,0.0,-0.013,0.01,0.0,0.0,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292578,0.0,0.0,0.028,0.052,-0.0,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292598,0.0,0.0,-0.084,-0.173,0.003,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292618,0.0,0.0,0.1,0.034,-0.005,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292638,0.0,0.0,0.082,0.064,-0.004,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292658,0.0,0.0,-0.082,-0.044,0.004,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292678,0.0,0.0,-0.042,0.083,0.002,6.87,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.05A,12292698,0.0,0.0,0.142,0.084,-0.006,6.861,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293338,0.0,0.0,0.032,0.227,-0.002,6.921,11.95,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293358,0.0,0.1,-0.034,0.016,0.002,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293378,0.0,0.1,0.011,0.053,-0.001,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293398,0.0,0.1,-0.069,0.002,0.002,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293418,0.0,0.1,0.009,0.093,-0.001,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293438,0.0,0.1,-0.019,0.145,0.0,6.898,11.95,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293458,0.0,0.1,0.009,-0.033,0.0,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293478,0.0,0.1,0.122,0.117,-0.006,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293498,0.0,0.1,0.035,0.02,-0.001,6.898,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293518,0.0,0.1,-0.012,0.058,0.0,6.898,11.95,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293538,0.0,0.1,-0.031,0.091,0.001,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293558,0.0,0.1,0.037,-0.123,0.0,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293578,0.0,0.1,-0.093,-0.003,0.004,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293598,0.0,0.1,-0.092,-0.074,0.004,6.898,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293618,0.0,0.1,-0.033,0.063,0.002,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293638,0.0,0.1,-0.133,0.094,0.005,6.884,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293658,0.0,0.1,-0.019,0.129,-0.0,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293678,0.0,0.1,-0.057,0.078,0.001,6.889,11.95,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293698,0.0,0.1,0.008,0.021,-0.0,6.88,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293718,0.0,0.1,0.089,0.051,-0.004,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293738,0.0,0.1,0.092,-0.079,-0.003,6.861,11.88,69.17,4,0,0
