stage,pulse_label,timestamp_ms,Id_ref,Iq_ref,Id,Iq,Vd,Vq,vbus,speed,foc_state,fault_flags,app_fault_code
S2_Kp0.60_Ki800,+0.10A,12293758,0.0,0.1,0.102,-0.021,-0.004,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293778,0.0,0.1,-0.064,-0.01,0.003,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293798,0.0,0.1,-0.044,-0.049,0.002,6.88,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293818,0.0,0.1,-0.006,-0.024,0.001,6.861,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293838,0.0,0.1,-0.042,0.026,0.002,6.88,11.99,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293858,0.0,0.1,0.036,0.067,-0.002,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293878,0.0,0.1,-0.091,0.124,0.003,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293898,0.0,0.1,0.023,0.087,-0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293918,0.0,0.1,0.011,0.111,-0.001,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293938,0.0,0.1,-0.007,0.008,0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293958,0.0,0.1,0.174,0.073,-0.007,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293978,0.0,0.1,-0.006,-0.001,0.001,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12293998,0.0,0.1,-0.003,0.022,0.0,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294018,0.0,0.1,-0.015,0.057,0.0,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294038,0.0,0.1,-0.072,0.019,0.005,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294058,0.0,0.1,-0.057,0.033,0.002,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294078,0.0,0.1,-0.087,-0.033,0.003,6.898,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294098,0.0,0.1,-0.014,0.07,0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294118,0.0,0.1,-0.031,0.114,0.0,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294138,0.0,0.1,0.051,0.031,-0.002,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294158,0.0,0.1,0.004,0.059,-0.001,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294178,0.0,0.1,-0.025,-0.018,0.001,6.87,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294198,0.0,0.1,-0.015,0.067,0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294218,0.0,0.1,0.015,-0.017,-0.0,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294238,0.0,0.1,0.04,-0.031,-0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294258,0.0,0.1,-0.04,0.024,0.001,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294278,0.0,0.1,-0.062,-0.04,0.003,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294298,0.0,0.1,0.058,0.077,-0.003,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294318,0.0,0.1,-0.063,0.088,0.003,6.889,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294338,0.0,0.1,0.084,-0.054,-0.003,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294358,0.0,0.1,-0.023,0.061,0.0,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294378,0.0,0.1,-0.005,0.011,0.0,6.889,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294398,0.0,0.1,0.055,0.105,-0.003,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294418,0.0,0.1,-0.071,0.06,0.003,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294438,0.0,0.1,0.051,0.041,-0.002,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294458,0.0,0.1,-0.133,0.012,0.006,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294478,0.0,0.1,-0.01,0.003,0.0,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294498,0.0,0.1,0.018,0.132,-0.001,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294518,0.0,0.1,0.038,-0.004,-0.001,6.898,11.95,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294538,0.0,0.1,0.092,0.067,-0.005,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294558,0.0,0.1,-0.036,-0.008,0.001,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294578,0.0,0.1,0.001,0.006,-0.0,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294598,0.0,0.1,0.008,-0.021,-0.0,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294618,0.0,0.1,0.009,-0.054,0.001,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294638,0.0,0.0,-0.025,0.054,0.002,6.88,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294658,0.0,0.0,-0.19,-0.054,0.009,6.88,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294678,0.0,0.0,0.015,-0.12,-0.0,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294698,0.0,0.0,0.094,0.085,-0.004,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294718,0.0,0.0,-0.069,-0.028,0.002,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294738,0.0,0.0,0.045,0.122,-0.002,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294758,0.0,0.0,0.028,-0.004,-0.001,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294778,0.0,0.0,-0.147,0.101,0.005,6.861,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294798,0.0,0.0,0.007,0.046,-0.0,6.87,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294818,0.0,0.0,-0.082,0.132,0.003,6.87,11.9,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294838,0.0,0.0,0.07,0.059,-0.002,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294858,0.0,0.0,-0.11,-0.058,0.005,6.852,11.87,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294878,0.0,0.0,0.042,0.123,-0.002,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294898,0.0,0.0,0.07,-0.099,-0.002,6.898,11.95,69.14,4,0,0
S2_Kp0.60_Ki800,+0.10A,12294918,0.0,0.0,0.07,0.085,-0.002,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295558,0.0,0.0,0.102,0.132,-0.005,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295578,0.0,-0.1,0.04,0.034,-0.001,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295598,0.0,-0.1,-0.034,0.07,0.002,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295618,0.0,-0.1,-0.054,0.037,0.003,6.88,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295638,0.0,-0.1,0.096,-0.111,-0.003,6.88,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295658,0.0,-0.1,-0.071,-0.04,0.003,6.889,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295678,0.0,-0.1,-0.077,-0.067,0.003,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295698,0.0,-0.1,0.044,0.064,-0.002,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295718,0.0,-0.1,-0.114,0.155,0.005,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295738,0.0,-0.1,-0.028,0.17,0.0,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295758,0.0,-0.1,-0.093,0.097,0.003,6.889,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295778,0.0,-0.1,0.026,0.053,-0.001,6.898,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295798,0.0,-0.1,0.042,0.097,-0.002,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295818,0.0,-0.1,0.107,-0.044,-0.004,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295838,0.0,-0.1,0.107,0.04,-0.004,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295858,0.0,-0.1,-0.072,-0.024,0.004,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295878,0.0,-0.1,-0.034,-0.073,0.002,6.861,11.88,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295898,0.0,-0.1,0.004,-0.022,0.0,6.898,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295918,0.0,-0.1,-0.022,0.003,0.002,6.88,11.92,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295938,0.0,-0.1,0.016,0.08,-0.001,6.889,11.93,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295958,0.0,-0.1,-0.072,0.019,0.002,6.898,11.95,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295978,0.0,-0.1,0.005,0.115,-0.0,6.898,11.95,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12295998,0.0,-0.1,-0.021,0.107,0.0,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296018,0.0,-0.1,0.009,-0.033,0.0,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296038,0.0,-0.1,0.164,0.114,-0.007,6.88,11.92,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296058,0.0,-0.1,0.012,0.011,-0.0,6.861,11.88,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296078,0.0,-0.1,-0.015,0.07,0.001,6.87,11.9,69.14,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296098,0.0,-0.1,-0.023,0.074,0.001,6.889,11.93,69.17,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296118,0.0,-0.1,0.007,-0.081,0.002,6.898,11.93,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296138,0.0,-0.1,-0.069,0.016,0.002,6.861,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296158,0.0,-0.1,-0.071,-0.031,0.003,6.921,11.99,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296178,0.0,-0.1,-0.018,0.072,0.001,6.898,11.95,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296198,0.0,-0.1,-0.074,0.06,0.003,6.889,11.93,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296218,0.0,-0.1,0.034,0.08,-0.002,6.921,11.99,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296238,0.0,-0.1,-0.029,0.051,0.0,6.88,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296258,0.0,-0.1,-0.011,-0.002,0.001,6.861,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296278,0.0,-0.1,-0.021,0.065,0.001,6.889,11.99,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296298,0.0,-0.1,0.027,-0.021,-0.001,6.87,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296318,0.0,-0.1,0.063,-0.017,-0.002,6.861,11.88,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296338,0.0,-0.1,-0.066,0.001,0.003,6.898,11.93,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296358,0.0,-0.1,-0.034,-0.032,0.002,6.898,11.95,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296378,0.0,-0.1,0.011,0.036,-0.0,6.87,11.9,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296398,0.0,-0.1,-0.036,0.024,0.002,6.861,11.88,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296418,0.0,-0.1,0.078,0.022,-0.004,6.889,11.93,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296438,0.0,-0.1,-0.073,0.012,0.003,6.88,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296458,0.0,-0.1,-0.003,0.01,0.0,6.87,11.9,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296478,0.0,-0.1,0.01,0.108,-0.001,6.87,11.9,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296498,0.0,-0.1,-0.059,0.027,0.003,6.889,11.93,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296518,0.0,-0.1,0.04,0.059,-0.002,6.889,11.93,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296538,0.0,-0.1,-0.085,-0.02,0.003,6.861,11.88,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296558,0.0,-0.1,0.002,0.037,-0.0,6.861,11.88,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296578,0.0,-0.1,-0.021,0.129,0.0,6.88,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296598,0.0,-0.1,0.029,-0.024,-0.001,6.87,11.9,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296618,0.0,-0.1,0.037,0.077,-0.003,6.88,11.9,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296638,0.0,-0.1,-0.039,-0.026,0.002,6.87,11.9,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296658,0.0,-0.1,-0.004,0.04,0.0,6.898,11.95,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296678,0.0,-0.1,-0.001,0.006,0.0,6.88,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296698,0.0,-0.1,0.041,-0.08,-0.001,6.861,11.88,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296718,0.0,-0.1,-0.011,0.019,-0.0,6.88,11.92,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296738,0.0,-0.1,-0.101,-0.039,0.004,6.861,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296758,0.0,-0.1,-0.031,0.095,0.001,6.88,11.88,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296778,0.0,-0.1,-0.046,0.091,0.002,6.88,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296798,0.0,-0.1,0.043,-0.027,-0.002,6.88,11.95,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296818,0.0,-0.1,0.028,0.119,-0.003,6.88,11.92,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296838,0.0,0.0,0.072,0.128,-0.003,6.889,11.93,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296858,0.0,0.0,-0.075,0.074,0.003,6.87,11.9,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296878,0.0,0.0,0.012,0.087,-0.002,6.861,11.88,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296898,0.0,0.0,-0.086,-0.102,0.003,6.861,11.88,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296918,0.0,0.0,-0.004,-0.093,0.001,6.88,11.92,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296938,0.0,0.0,0.144,0.025,-0.006,6.88,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296958,0.0,0.0,-0.06,-0.014,0.002,6.889,11.93,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296978,0.0,0.0,0.075,0.104,-0.004,6.861,11.88,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12296998,0.0,0.0,0.017,0.158,-0.001,6.87,11.9,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12297018,0.0,0.0,-0.218,-0.016,0.009,6.87,11.9,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12297038,0.0,0.0,-0.028,0.095,0.001,6.88,11.92,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12297058,0.0,0.0,-0.074,0.052,0.004,6.889,11.93,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12297078,0.0,0.0,0.038,0.068,-0.002,6.852,11.87,69.19,4,0,0
S2_Kp0.60_Ki800,-0.10A,12297098,0.0,0.0,0.015,0.07,-0.001,6.861,11.88,69.16,4,0,0
S2_Kp0.60_Ki800,-0.10A,12297118,0.0,0.0,-0.046,0.145,0.001,6.889,11.92,69.19,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298098,0.0,0.05,-0.03,-0.017,0.002,6.87,11.95,69.19,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298118,0.0,0.05,-0.042,0.077,0.004,6.889,11.92,69.19,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298138,0.0,0.05,-0.002,-0.043,0.001,6.889,11.93,69.16,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298158,0.0,0.05,0.076,-0.047,-0.005,6.861,11.88,69.19,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298178,0.0,0.05,-0.048,0.01,0.003,6.88,11.92,69.16,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298198,0.0,0.05,-0.08,-0.064,0.006,6.88,11.92,69.19,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298218,0.0,0.05,0.027,0.042,-0.002,6.861,11.9,69.19,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298238,0.0,0.05,-0.041,0.038,0.003,6.88,11.95,69.16,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298258,0.0,0.05,0.041,0.063,-0.003,6.88,11.92,69.19,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298278,0.0,0.05,-0.06,0.131,0.003,6.88,11.92,69.16,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298298,0.0,0.05,0.054,0.08,-0.004,6.88,11.95,69.19,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298318,0.0,0.05,0.014,0.089,-0.002,6.889,11.93,69.16,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298338,0.0,0.05,-0.017,0.015,0.002,6.87,11.9,69.16,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298358,0.0,0.05,0.171,0.017,-0.012,6.87,11.9,69.21,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298378,0.0,0.05,-0.029,-0.037,0.003,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298398,0.0,0.05,-0.011,-0.042,0.001,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298418,0.0,0.05,0.0,0.074,-0.0,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298438,0.0,0.05,-0.12,0.05,0.011,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298458,0.0,0.05,-0.084,0.044,0.005,6.87,11.9,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298478,0.0,0.05,-0.107,-0.033,0.007,6.87,11.9,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298498,0.0,0.05,-0.017,0.084,0.001,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298518,0.0,0.05,-0.024,0.159,0.0,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298538,0.0,0.05,0.091,0.097,-0.008,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298558,0.0,0.05,0.051,0.093,-0.005,6.898,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298578,0.0,0.05,0.0,0.0,0.0,6.889,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298598,0.0,0.05,-0.019,0.053,0.002,6.889,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298618,0.0,0.05,-0.005,-0.139,0.002,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298638,0.0,0.05,0.046,-0.077,-0.002,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298658,0.0,0.05,-0.043,0.001,0.003,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298678,0.0,0.05,-0.108,-0.061,0.008,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298698,0.0,0.05,-0.064,0.046,0.005,6.88,11.99,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298718,0.0,0.05,-0.058,0.092,0.004,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298738,0.0,0.05,0.047,0.016,-0.004,6.898,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298758,0.0,0.05,0.031,0.153,-0.004,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298778,0.0,0.05,0.049,0.01,-0.003,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298798,0.0,0.05,0.072,0.067,-0.006,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298818,0.0,0.05,-0.026,0.031,0.002,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298838,0.0,0.05,0.137,-0.081,-0.008,6.87,11.9,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298858,0.0,0.05,-0.077,-0.04,0.006,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298878,0.0,0.05,-0.035,-0.055,0.003,6.87,11.9,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298898,0.0,0.05,0.02,0.056,-0.002,6.889,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298918,0.0,0.05,-0.071,0.05,0.005,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298938,0.0,0.05,-0.031,0.081,0.001,6.889,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298958,0.0,0.05,-0.028,0.004,0.001,6.87,11.9,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298978,0.0,0.05,0.006,0.024,-0.001,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12298998,0.0,0.05,0.02,0.098,-0.003,6.889,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299018,0.0,0.05,0.022,0.002,-0.001,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299038,0.0,0.05,0.063,0.051,-0.006,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299058,0.0,0.05,-0.036,-0.011,0.003,6.898,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299078,0.0,0.05,0.002,0.037,-0.0,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299098,0.0,0.05,0.0,0.028,0.0,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299118,0.0,0.05,0.023,-0.068,-0.001,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299138,0.0,0.05,0.013,0.055,-0.002,6.898,11.95,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299158,0.0,0.05,-0.075,-0.008,0.005,6.87,11.9,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299178,0.0,0.05,-0.025,0.097,0.002,6.889,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299198,0.0,0.05,-0.072,0.053,0.005,6.889,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299218,0.0,0.05,0.054,-0.076,-0.003,6.889,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299238,0.0,0.05,0.023,0.061,-0.003,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299258,0.0,0.05,-0.05,-0.037,0.004,6.87,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299278,0.0,0.05,0.037,0.046,-0.003,6.88,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299298,0.0,0.05,-0.091,0.07,0.006,6.861,11.88,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299318,0.0,0.05,0.036,0.011,-0.002,6.88,11.92,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299338,0.0,0.05,-0.046,0.06,0.002,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299358,0.0,0.05,-0.006,0.001,0.0,6.87,11.9,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299378,0.0,0.0,0.031,0.114,-0.003,6.87,11.9,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299398,0.0,0.0,0.027,0.003,-0.001,6.898,11.95,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299418,0.0,0.0,-0.139,0.044,0.009,6.87,11.9,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299438,0.0,0.0,-0.008,0.099,0.001,6.88,11.92,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299458,0.0,0.0,-0.127,0.099,0.009,6.889,11.93,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299478,0.0,0.0,0.035,0.095,-0.003,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299498,0.0,0.0,0.031,0.11,-0.003,6.898,11.95,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299518,0.0,0.0,-0.119,0.033,0.008,6.889,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299538,0.0,0.0,0.083,0.092,-0.007,6.861,11.88,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299558,0.0,0.0,-0.057,-0.004,0.003,6.889,11.93,69.2,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299578,0.0,0.0,0.006,0.115,-0.0,6.87,11.93,69.23,4,0,0
S3_Kp1.00_Ki1500,+0.05A,12299598,0.0,0.0,0.069,-0.074,-0.004,6.87,11.9,69.2,4,0,0
